filename,cell_structure,symmetry_number,space_group_name_Hall,space_group_name_H-M,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c
1509933.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.255,12.255,12.255
1509934.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.696,7.696,10.884
1509935.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,24.85,24.85,24.85
1509936.cif,monoclinic,12,C2/m,C2/m,90.0,103.14,90.0,13.25,4.05,20.25
1509938.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,10.555,10.555,10.555
1509939.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.707,7.707,10.898
1509940.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.322,10.322,10.322
1509941.cif,monoclinic,4,P2_1,P2_1,90.0,90.904,90.0,5.371,9.983,16.225
1509942.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,10.505,10.505,10.505
1509943.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,9.953,9.953,9.953
1509944.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.675,7.677,10.854
1509945.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.806,4.806,4.806
1509946.cif,triclinic,2,P-1,P-1,82.6,102.9,106.4,7.59,8.31,11.42
1509947.cif,monoclinic,4,P2_1,P2_1,90.0,91.165,90.0,5.304,9.753,15.928
1509949.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,11.047,11.047,7.11
1509950.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.245,12.245,12.245
1509951.cif,cubic,226,Fm-3c,Fm-3c,90.0,90.0,90.0,13.51,13.51,13.51
1509952.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.903,10.903,10.903
1509953.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.921,10.921,10.921
1509954.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,8.039,8.039,15.011
1509955.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,24.69,24.69,24.69
1509958.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,11.091,11.091,8.523
1509960.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.712,10.712,10.712
1509961.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,9.87,9.87,9.87
1509962.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,4.132,4.132,4.132
1509963.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,9.87,9.87,9.87
1509964.cif,monoclinic,7,Pc,Pc,90.0,124.28,90.0,7.368,14.77,12.768
1509965.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.5,10.5,10.5
1509966.cif,monoclinic,15,C2/c,C2/c,90.0,110.87,90.0,24.09,6.34,24.581
1509967.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,11.001,11.001,8.511
1509968.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.514,10.514,10.514
1509969.cif,monoclinic,7,Pc,Pc,90.0,90.069,90.0,7.453,7.403,10.54
1509970.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,91.1,90.0,6.182,20.041,10.601
1509972.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.311,12.311,12.311
1509974.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,11.566,11.566,11.566
1509975.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,25.06,25.06,25.06
1509976.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.281,12.281,12.281
1509977.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.316,6.316,6.316
1509978.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,107.89,90.0,7.672,17.666,8.937
1509979.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,6.867,6.867,18.305
1509980.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,15.643,4.407,10.869
1509981.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,14.744,14.744,14.744
1509982.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.575,10.575,10.575
1509983.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.786,10.786,10.786
1509984.cif,orthorhombic,34,Pnn2,Pnn2,90.0,90.0,90.0,10.89,12.03,5.92
1509985.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.294,15.424,17.501
1509986.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,15.298,7.548,10.699
1509987.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.628,10.628,10.628
1509988.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,15.095,7.462,10.641
1509989.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.917,7.822,11.045
1509990.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,11.523,11.523,11.523
1509991.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,9.403,9.403,13.687
1509993.cif,monoclinic,12,C2/m,C2/m,90.0,113.0,90.0,16.175,4.325,8.98
1509994.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.288,12.288,12.288
1509995.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,11.126,11.126,11.126
1509996.cif,monoclinic,12,C2/m,C2/m,90.0,112.61,90.0,16.742,4.441,9.097
1509998.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,9.4,9.4,13.661
1510000.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.259,12.259,12.259
1510001.cif,cubic,203,Fd-3,Fd-3,90.0,90.0,90.0,24.922,24.922,24.922
1510002.cif,cubic,203,Fd-3,Fd-3,90.0,90.0,90.0,25.2,25.2,25.2
1510003.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.278,15.429,17.426
1510004.cif,monoclinic,12,C2/m,C2/m,90.0,90.3,90.0,9.249,6.686,9.073
1510005.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.43,10.43,10.43
1510006.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,97.795,90.0,19.66,7.124,13.36
1510007.cif,trigonal,146,R3,R3,90.0,90.0,90.0,4.867,4.867,4.867
1510008.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.993,4.993,4.993
1510009.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.142,9.142,9.142
1510010.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.89,4.89,4.89
1510011.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.892,4.892,4.892
1510012.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.912,4.912,4.912
1510013.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.144,4.144,4.144
1510014.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,7.52,7.52,7.81
1510015.cif,monoclinic,15,C2/c,C2/c,90.0,121.14,90.0,23.638,5.544,14.29
1510016.cif,monoclinic,15,C2/c,C2/c,90.0,120.631,90.0,23.598,5.589,14.307
1510017.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.109,4.109,4.109
1510018.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,7.929,7.929,7.929
1510019.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,5.871,13.351,9.397
1510020.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,12.358,12.358,12.358
1510024.cif,tetragonal,115,P-4m2,P-4m2,90.0,90.0,90.0,7.237,7.237,14.797
1510025.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,106.135,90.0,3.579,9.208,5.677
1510026.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,6.061,6.061,6.061
1510027.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,6.048,6.048,6.048
1510028.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.647,6.858,6.506
1510029.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.689,6.66,6.379
1510030.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.315,10.315,10.315
1510031.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,108.17,90.0,6.36,11.071,6.518
1510033.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.894,3.894,3.894
1510034.cif,monoclinic,12,C2/m,C2/m,90.0,114.6,90.0,16.13,4.306,8.77
1510035.cif,monoclinic,12,C2/m,C2/m,90.0,113.92,90.0,16.654,4.407,8.854
1510036.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,6.117,6.117,6.117
1510037.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.322,15.229,17.42
1510038.cif,monoclinic,12,C2/m,C2/m,90.0,113.04,90.0,17.546,4.617,9.165
1510039.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,8.16,8.793,7.028
1510040.cif,orthorhombic,25,Pmm2,Pmm2,90.0,90.0,90.0,4.813,2.979,5.215
1510041.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,5.99,4.85,5.24
1510042.cif,orthorhombic,65,Cmmm,Cmmm,90.0,90.0,90.0,4.6,4.76,15.45
1510043.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,7.942,7.942,14.881
1510044.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.255,12.255,12.255
1510045.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.711,10.711,10.711
1510047.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,4.934,4.934,4.934
1510048.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,12.31,12.31,12.31
1510050.cif,orthorhombic,71,Immm,Immm,90.0,90.0,90.0,4.36,12.91,9.462
1510051.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,4.136,4.136,4.136
1510054.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.048,4.048,7.964
1510055.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,2.892,2.892,2.892
1510057.cif,monoclinic,12,C2/m,C2/m,90.0,98.06,90.0,10.609,4.483,13.497
1510058.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,21.526,4.494,7.726
1510059.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.382,4.594,8.394
1510060.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.564,10.748,7.597
1510063.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,36.903,4.705,8.136
1510064.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.219,4.219,11.232
1510065.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,3.581,18.064,4.919
1510066.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.795,10.0,6.78
1510068.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.822,4.822,4.822
1510069.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.296,3.296,3.296
1510070.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.23,3.23,3.23
1510071.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.243,3.243,3.243
1510072.cif,orthorhombic,51,Pmma,Pmma,90.0,90.0,90.0,4.764,3.154,4.864
1510074.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.32,3.32,3.32
1510076.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.552,4.506,8.786
1510077.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.28,3.28,3.28
1510079.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.253,6.253,6.253
1510080.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.503,6.503,6.503
1510081.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.316,4.329,8.758
1510086.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.741,4.211,16.123
1510087.cif,orthorhombic,51,Pmma,Pmma,90.0,90.0,90.0,4.71,3.08,4.81
1510088.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,6.734,6.734,8.674
1510089.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,18.366,5.411,4.65
1510090.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.02,11.867,8.773
1510091.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.769,4.769,4.769
1510092.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,95.72,90.0,8.619,6.35,12.169
1510093.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,2.955,2.955,2.955
1510094.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,95.99,90.0,7.237,14.52,6.091
1510095.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,96.4,90.0,7.23,14.62,6.19
1510096.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.0,101.91,8.067,11.846,8.27
1510097.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.174,5.174,5.174
1510098.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,117.387,90.0,5.557,10.421,5.557
1510100.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.262,4.262,4.262
1510101.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,12.565,7.273,6.279
1510102.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,10.16,10.16,6.17
1510103.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,111.078,90.0,10.297,8.934,9.01
1510104.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,7.165,8.625,6.862
1510105.cif,monoclinic,15,C2/c,C2/c,90.0,112.17,90.0,6.483,13.789,7.651
1510107.cif,orthorhombic,51,Pmma,Pmma,90.0,90.0,90.0,6.211,5.327,7.172
1510108.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,7.179,12.993,6.122
1510110.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,93.96,90.0,10.196,19.843,10.284
1510111.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,4.56,8.92,2.83
1510112.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.872,3.872,3.872
1510113.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.975,3.975,3.685
1510114.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,3.676,3.956,39.72
1510115.cif,triclinic,2,P-1,P-1,107.6,98.77,89.63,5.536,4.979,3.707
1510116.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,3.258,3.258,3.258
1510117.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.11,6.11,6.11
1510118.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.127,6.127,6.127
1510119.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.555,3.555,3.555
1510122.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.728,6.728,6.728
1510123.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,3.65,10.81,4.58
1510124.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.535,3.535,3.535
1510125.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.527,3.527,3.527
1510127.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.169,5.169,5.169
1510128.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.694,6.694,6.694
1510129.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.606,6.606,6.606
1510131.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.321,4.321,9.938
1510132.cif,orthorhombic,44,Imm2,Imm2,90.0,90.0,90.0,4.791,38.336,8.201
1510133.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.088,3.088,3.088
1510134.cif,triclinic,2,P-1,P-1,90.838,102.956,90.909,3.701,5.613,7.065
1510135.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,11.306,11.306,6.313
1510136.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.0,90.0,8.255,8.244,8.764
1510137.cif,triclinic,2,P-1,P-1,99.539,92.64,94.656,7.94,9.178,17.391
1510138.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,5.99,5.99,11.38
1510139.cif,monoclinic,13,P2/c,P2/c,90.0,92.759,90.0,4.853,6.343,10.044
1510140.cif,monoclinic,15,C2/c,C2/c,90.0,115.7,90.0,11.16,5.39,5.41
1510141.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,5.64,5.64,10.49
1510143.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.26,4.26,10.963
1510144.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,6.18,6.18,11.85
1510145.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,9.366,15.052,4.84
1510147.cif,triclinic,2,P-1,P-1,101.321,90.633,102.095,4.933,4.973,5.006
1510148.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,7.759,7.759,7.117
1510149.cif,tetragonal,92,P4_12_12,P4_12_12,90.0,90.0,90.0,5.732,5.732,27.804
1510150.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,8.085,8.085,22.591
1510151.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.188,6.188,6.188
1510153.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.68,3.68,3.68
1510154.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.289,4.289,10.726
1510155.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.396,4.396,10.568
1510156.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.593,3.593,3.593
1510160.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.775,6.775,6.775
1510162.cif,triclinic,2,P-1,P-1,90.509,102.889,91.068,3.672,5.598,7.064
1510165.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.17,6.17,6.17
1510167.cif,orthorhombic,44,Imm2,Imm2,90.0,90.0,90.0,4.422,7.238,7.531
1510168.cif,orthorhombic,71,Immm,Immm,90.0,90.0,90.0,7.227,7.529,4.417
1510172.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,4.466,7.123,7.707
1510173.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,21.332,4.485,7.708
1510174.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,6.655,11.911,6.081
1510175.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,6.894,12.421,6.107
1510176.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.231,3.231,11.606
1510177.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.541,3.541,3.541
1510179.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.718,6.718,6.718
1510180.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.624,6.624,6.624
1510181.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.025,4.892,8.848
1510182.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,106.263,90.0,7.313,7.624,7.255
1510184.cif,orthorhombic,51,Pmma,Pmma,90.0,90.0,90.0,4.056,12.579,4.741
1510185.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,14.027,7.204,5.511
1510186.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,100.95,90.0,9.686,7.045,13.932
1510187.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,121.5,90.0,15.117,4.339,7.1
1510188.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.365,3.365,3.365
1510190.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.466,6.466,6.466
1510193.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.911,3.911,3.911
1510194.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.832,6.832,6.832
1510200.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,128.6,90.0,9.21,7.14,10.04
1510201.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,10.256,5.472,4.0
1510202.cif,orthorhombic,47,Pmmm,Pmmm,90.0,90.0,90.0,3.585,5.849,3.005
1510204.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.304,7.85,6.52
1510205.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.494,8.107,6.672
1510207.cif,orthorhombic,72,Ibam,Ibam,90.0,90.0,90.0,8.625,11.293,16.425
1510209.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,5.24,5.24,5.24
1510210.cif,monoclinic,13,P2/c,P2/c,90.0,93.86,90.0,14.949,4.858,13.723
1510211.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.348,3.348,2.873
1510212.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,4.034,13.073,5.695
1510214.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.442,6.442,6.442
1510215.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.601,6.601,6.601
1510216.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.442,6.442,6.442
1510217.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,6.441,6.441,6.441
1510218.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.877,3.877,3.877
1510219.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,6.078,6.078,6.078
1510220.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.438,6.438,6.438
1510221.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.417,6.417,6.417
1510222.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.549,6.549,6.549
1510223.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,6.302,6.302,6.302
1510224.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,9.111,9.111,3.576
1510225.cif,orthorhombic,71,Immm,Immm,90.0,90.0,90.0,3.673,9.505,2.94
1510226.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.495,3.495,3.495
1510228.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.565,6.565,6.565
1510230.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.27,3.27,3.27
1510232.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.384,4.362,8.646
1510233.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.114,4.52,8.256
1510234.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,18.328,13.561,8.253
1510238.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.374,6.374,6.374
1510239.cif,orthorhombic,47,Pmmm,Pmmm,90.0,90.0,90.0,3.82,3.889,11.712
1510240.cif,orthorhombic,65,Cmmm,Cmmm,90.0,90.0,90.0,5.767,12.472,5.767
1510241.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.3,6.3,6.3
1510242.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,3.79,19.005,5.244
1510243.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.962,3.962,3.962
1510244.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,105.23,90.0,6.991,8.374,6.724
1510245.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.476,8.088,4.53
1510247.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,7.417,7.417,5.522
1510248.cif,orthorhombic,65,Cmmm,Cmmm,90.0,90.0,90.0,5.768,5.762,12.466
1510249.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,9.928,5.59,4.086
1510250.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,9.705,9.705,4.578
1510251.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,7.623,7.623,16.672
1510253.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.215,5.215,5.215
1510254.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.208,5.208,5.208
1510255.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.198,5.198,5.198
1510256.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.659,3.659,3.659
1510257.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,104.055,90.0,4.161,7.689,16.471
1510258.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,3.277,3.277,3.277
1510259.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.841,3.841,3.841
1510260.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,5.501,5.501,5.501
1510261.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.56,12.3,5.96
1510264.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,8.549,8.249,10.011
1510265.cif,triclinic,2,P-1,P-1,90.932,102.983,90.822,3.727,5.631,7.073
1510266.cif,monoclinic,12,C2/m,C2/m,90.0,116.45,90.0,10.787,5.227,7.393
1510267.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.165,5.165,5.165
1510268.cif,triclinic,2,P-1,P-1,78.18,87.59,79.29,5.891,6.961,8.063
1510269.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.709,4.188,16.056
1510270.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.747,6.747,6.747
1510271.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.729,6.729,6.729
1510272.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,7.324,7.324,5.655
1510273.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,11.959,11.959,5.877
1510274.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.98,3.98,3.98
1510275.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.68,3.68,3.68
1510276.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.21,5.04,9.25
1510277.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.182,5.182,5.182
1510278.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.994,3.994,3.994
1510279.cif,cubic,223,Pm-3n,Pm-3n,90.0,90.0,90.0,5.062,5.062,5.062
1510280.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.107,4.107,4.107
